observableId	simulationConditionId	time	simulation
A_OD600	c_1	0.0	0.018939935106838206
A_OD600	c_1	0.5	0.02025401033623728
A_OD600	c_1	1.0	0.021298699835436474
A_OD600	c_1	1.5	0.022775370184014883
A_OD600	c_1	2.0	0.023949224821755852
A_OD600	c_1	2.5	0.02560832234604699
A_OD600	c_1	3.0	0.02692707081812885
A_OD600	c_1	3.5	0.028790771028948933
A_OD600	c_1	4.0	0.03027199378629094
A_OD600	c_1	4.5	0.032365072640344446
A_OD600	c_1	5.0	0.034028403135283256
A_OD600	c_1	5.5	0.036378516895645946
A_OD600	c_1	6.0	0.03824586022714633
A_OD600	c_1	6.5	0.040883848747609836
A_OD600	c_1	7.0	0.04297961795898889
A_OD600	c_1	7.5	0.045939831472393264
A_OD600	c_1	8.0	0.048291201336752715
A_OD600	c_1	8.5	0.05161185017633193
A_OD600	c_1	9.0	0.054249027739103825
A_OD600	c_1	9.5	0.0579725535522664
A_OD600	c_1	10.0	0.06092906395292916
A_OD600	c_1	10.5	0.06510252982989534
A_OD600	c_1	11.0	0.06841551495687055
A_OD600	c_1	11.5	0.0730910104368399
A_OD600	c_1	12.0	0.07680153673710453
A_OD600	c_1	12.5	0.08203659181121585
A_OD600	c_1	13.0	0.08618996203195634
A_OD600	c_1	13.5	0.09204796197067995
A_OD600	c_1	14.0	0.09669402370546276
A_OD600	c_1	14.5	0.10324461373348927
A_OD600	c_1	15.0	0.10843805533270237
A_OD600	c_1	15.5	0.11575752079744388
A_OD600	c_1	16.0	0.12155814244173536
A_OD600	c_1	16.5	0.12972974612639773
A_OD600	c_1	17.0	0.13620269062628287
A_OD600	c_1	17.5	0.14531694422463007
A_OD600	c_1	18.0	0.15501334695075492
A_OD600	c_1	18.5	0.16268770991609327
A_OD600	c_1	19.0	0.17348402479681113
A_OD600	c_1	19.5	0.18202371630855382
A_OD600	c_1	20.0	0.19402958798093517
A_OD600	c_1	20.5	0.20351957397681583
A_OD600	c_1	21.0	0.21685184262465804
A_OD600	c_1	21.5	0.22738233250676848
A_OD600	c_1	22.0	0.2421645544920936
A_OD600	c_1	22.5	0.25383053512150966
A_OD600	c_1	23.0	0.2701922046191855
A_OD600	c_1	23.5	0.2830927281976981
A_OD600	c_10	0.0	0.005706514410259417
A_OD600	c_10	0.5	0.008620848303278065
A_OD600	c_10	1.0	0.011713203438333597
A_OD600	c_10	1.5	0.01752959957040737
A_OD600	c_10	2.0	0.023584086186870263
A_OD600	c_10	2.5	0.03465868189932955
A_OD600	c_10	3.0	0.04577455237705308
A_OD600	c_10	3.5	0.06510212507260733
A_OD600	c_10	4.0	0.08331164865755286
A_OD600	c_10	4.5	0.11248264794075709
A_OD600	c_10	5.0	0.13746330221102376
A_OD600	c_10	5.5	0.17327571840098843
A_OD600	c_10	6.0	0.20052739888028318
A_OD600	c_10	6.5	0.2351538700628041
A_OD600	c_10	7.0	0.2586109854850895
A_OD600	c_10	7.5	0.2854568571361638
A_OD600	c_10	8.0	0.30204031896909506
A_OD600	c_10	8.5	0.3196522657910483
A_OD600	c_10	9.0	0.32987962335317395
A_OD600	c_10	9.5	0.3402468358119961
A_OD600	c_10	10.0	0.34604889325907295
A_OD600	c_10	10.5	0.3517757883120798
A_OD600	c_10	11.0	0.35491557379662425
A_OD600	c_10	11.5	0.3579701691936257
A_OD600	c_10	12.0	0.35962648027659544
A_OD600	c_10	12.5	0.36122557046592196
A_OD600	c_10	13.0	0.36208764597825216
A_OD600	c_10	13.5	0.362916627317391
A_OD600	c_10	14.0	0.36336219220235866
A_OD600	c_10	14.5	0.3637897696743659
A_OD600	c_10	15.0	0.3640192295812287
A_OD600	c_10	15.5	0.3642391924092638
A_OD600	c_10	16.0	0.3643571414244172
A_OD600	c_10	16.5	0.364470146928495
A_OD600	c_10	17.0	0.36453071814948035
A_OD600	c_10	17.5	0.3645887344165612
A_OD600	c_10	18.0	0.36462836382978203
A_OD600	c_10	18.5	0.3646495993174008
A_OD600	c_10	19.0	0.3646699351642869
A_OD600	c_10	19.5	0.36468083135683366
A_OD600	c_10	20.0	0.3646912654059713
A_OD600	c_10	20.5	0.3646968558836531
A_OD600	c_10	21.0	0.3647022091121566
A_OD600	c_10	21.5	0.3647050772721543
A_OD600	c_10	22.0	0.3647078236764451
A_OD600	c_10	22.5	0.36470929513396105
A_OD600	c_10	23.0	0.3647107041173153
A_OD600	c_10	23.5	0.36471145901292157
A_OD600	c_10_11_i	0.0	0.0002637861335176273
A_OD600	c_10_11_i	11.0	0.12986890981939114
A_OD600	c_10_11_i	22.5	0.14519685565596366
B_OD600	c_10_11_i	0.0	0.0023645993525995682
B_OD600	c_10_11_i	11.0	0.05145629369919561
B_OD600	c_10_11_i	22.5	0.09245767967837448
A_OD600	c_10_11_ii	0.0	0.00012020654485254456
A_OD600	c_10_11_ii	12.0	0.20043850921914189
A_OD600	c_10_11_ii	23.23	0.26192626788727197
B_OD600	c_10_11_ii	0.0	0.00047187253672178515
B_OD600	c_10_11_ii	12.0	0.01858415757187176
B_OD600	c_10_11_ii	23.23	0.043915255482153054
A_OD600	c_10_11_iii	0.0	2.520940773871738e-05
A_OD600	c_10_11_iii	13.270000000000005	0.07988959632983254
A_OD600	c_10_11_iii	24.103	0.11248744443747968
B_OD600	c_10_11_iii	0.0	0.001155450614643252
B_OD600	c_10_11_iii	13.270000000000005	0.059157330069282886
B_OD600	c_10_11_iii	24.103	0.1052176322518311
A_OD600	c_10_12_i	0.0	9.75891332441417e-09
A_OD600	c_10_12_i	11.0	3.239421041357717e-05
A_OD600	c_10_12_i	22.5	0.09895648333375999
B_OD600	c_10_12_i	0.0	0.0006198154194044975
B_OD600	c_10_12_i	11.0	0.013184800490289675
B_OD600	c_10_12_i	22.5	0.16062333191418351
A_OD600	c_10_12_ii	0.0	0.011918260166478322
A_OD600	c_10_12_ii	12.0	0.3460867665637073
A_OD600	c_10_12_ii	23.23	0.34278971687940735
B_OD600	c_10_12_ii	0.0	0.03331640931068347
B_OD600	c_10_12_ii	12.0	0.19650814038468364
B_OD600	c_10_12_ii	23.23	0.2520204640670145
A_OD600	c_10_12_iii	0.0	8.28029975219613e-05
A_OD600	c_10_12_iii	13.270000000000005	0.24429575504340162
A_OD600	c_10_12_iii	24.103	0.34167902239865344
B_OD600	c_10_12_iii	0.0	0.057874463372316054
B_OD600	c_10_12_iii	13.270000000000005	0.2618980090422676
B_OD600	c_10_12_iii	24.103	0.2594079876357952
A_OD600	c_11	0.0	0.0006829532856900789
A_OD600	c_11	0.5	0.000834144989069616
A_OD600	c_11	1.0	0.00096897550482329
A_OD600	c_11	1.5	0.001182954037752436
A_OD600	c_11	2.0	0.0013736146023668218
A_OD600	c_11	2.5	0.001675882853283017
A_OD600	c_11	3.0	0.0019448883417910955
A_OD600	c_11	3.5	0.0023707391806076965
A_OD600	c_11	4.0	0.002749086440087349
A_OD600	c_11	4.5	0.003346800768132875
A_OD600	c_11	5.0	0.003876579298955713
A_OD600	c_11	5.5	0.004711119068892611
A_OD600	c_11	6.0	0.005448354494720869
A_OD600	c_11	6.5	0.006605051668586261
A_OD600	c_11	7.0	0.007622191487581495
A_OD600	c_11	7.5	0.00920926173008522
A_OD600	c_11	8.0	0.010596065793563385
A_OD600	c_11	8.5	0.012743717519717134
A_OD600	c_11	9.0	0.01460439624689651
A_OD600	c_11	9.5	0.017457002669562852
A_OD600	c_11	10.0	0.01990053352237116
A_OD600	c_11	10.5	0.023597504697704465
A_OD600	c_11	11.0	0.026718022933932002
A_OD600	c_11	11.5	0.031360319850443
A_OD600	c_11	12.0	0.035206901189302614
A_OD600	c_11	12.5	0.040811827041199955
A_OD600	c_11	13.0	0.045353244392722696
A_OD600	c_11	13.5	0.05181073012100633
A_OD600	c_11	14.0	0.05690944793357486
A_OD600	c_11	14.5	0.06396320896654774
A_OD600	c_11	15.0	0.06937723922035242
A_OD600	c_11	15.5	0.0766523534315707
A_OD600	c_11	16.0	0.0820749576424471
A_OD600	c_11	16.5	0.08915223781741693
A_OD600	c_11	17.0	0.0942784209056188
A_OD600	c_11	17.5	0.10078685282169979
A_OD600	c_11	18.0	0.10684754355922879
A_OD600	c_11	18.5	0.11106449171096205
A_OD600	c_11	19.0	0.11622266330939991
A_OD600	c_11	19.5	0.11973661966675109
A_OD600	c_11	20.0	0.12395413434606578
A_OD600	c_11	20.5	0.12677787425142312
A_OD600	c_11	21.0	0.13011564272199608
A_OD600	c_11	21.5	0.13231980054597467
A_OD600	c_11	22.0	0.13489430335692218
A_OD600	c_11	22.5	0.136576409077119
A_OD600	c_11	23.0	0.13852331958015732
A_OD600	c_11	23.5	0.13978514576105758
A_OD600	c_11_12_i	0.0	0.004227686970983065
A_OD600	c_11_12_i	13.667	0.06153597176350844
A_OD600	c_11_12_i	24.361	0.07954093167027108
B_OD600	c_11_12_i	0.0	0.011208429919413778
B_OD600	c_11_12_i	13.667	0.09171337578396829
B_OD600	c_11_12_i	24.361	0.09122039621537496
A_OD600	c_11_12_ii	0.0	0.0021536596306971985
A_OD600	c_11_12_ii	12.221999999999998	0.061802611597383504
A_OD600	c_11_12_ii	24.25	0.12163807955184422
B_OD600	c_11_12_ii	0.0	0.0026967335380824135
B_OD600	c_11_12_ii	12.221999999999998	0.034566867837785925
B_OD600	c_11_12_ii	24.25	0.027606878699794456
A_OD600	c_11_12_iii	0.0	0.006966889679471936
A_OD600	c_11_12_iii	11.278000000000004	0.09464277638235537
A_OD600	c_11_12_iii	23.389000000000006	0.13981933383633052
B_OD600	c_11_12_iii	0.0	0.0030633197968228257
B_OD600	c_11_12_iii	11.278000000000004	0.017746870896941463
B_OD600	c_11_12_iii	23.389000000000006	0.007872963592215522
A_OD600	c_12	0.0	0.00023951330985015309
A_OD600	c_12	0.5	0.00028133569328194137
A_OD600	c_12	1.0	0.00031742365360313846
A_OD600	c_12	1.5	0.00037283313715912774
A_OD600	c_12	2.0	0.0004206411257696818
A_OD600	c_12	2.5	0.0004940381696756679
A_OD600	c_12	3.0	0.000557358865612008
A_OD600	c_12	3.5	0.0006545587923959058
A_OD600	c_12	4.0	0.0007384019862223978
A_OD600	c_12	4.5	0.000867082115784387
A_OD600	c_12	5.0	0.0009780575881079686
A_OD600	c_12	5.5	0.0011483398128377168
A_OD600	c_12	6.0	0.0012951548512261074
A_OD600	c_12	6.5	0.001520360232160336
A_OD600	c_12	7.0	0.001714461709881782
A_OD600	c_12	7.5	0.002012080116207945
A_OD600	c_12	8.0	0.0022684754474317707
A_OD600	c_12	8.5	0.0026613979504753736
A_OD600	c_12	9.0	0.002999691334275741
A_OD600	c_12	9.5	0.0035177528902302847
A_OD600	c_12	10.0	0.003963429911082404
A_OD600	c_12	10.5	0.004645299234421335
A_OD600	c_12	11.0	0.00523127861937025
A_OD600	c_12	11.5	0.006126701630416213
A_OD600	c_12	12.0	0.006895138810140504
A_OD600	c_12	12.5	0.00806747673766702
A_OD600	c_12	13.0	0.009071736191196184
A_OD600	c_12	13.5	0.01060061769748341
A_OD600	c_12	14.0	0.011907211173767137
A_OD600	c_12	14.5	0.013890912232162529
A_OD600	c_12	15.0	0.015581006393985403
A_OD600	c_12	15.5	0.018137855432130937
A_OD600	c_12	16.0	0.020307670062619583
A_OD600	c_12	16.5	0.023575342657835563
A_OD600	c_12	17.0	0.026334402052220204
A_OD600	c_12	17.5	0.03046547371733136
A_OD600	c_12	18.0	0.03516086479397621
A_OD600	c_12	18.5	0.039083068537856265
A_OD600	c_12	19.0	0.0448846064524895
A_OD600	c_12	19.5	0.049687467976998446
A_OD600	c_12	20.0	0.05672052463127553
A_OD600	c_12	20.5	0.06247980164049139
A_OD600	c_12	21.0	0.07081234083271128
A_OD600	c_12	21.5	0.07754812464265481
A_OD600	c_12	22.0	0.087157173582298
A_OD600	c_12	22.5	0.09480978934889588
A_OD600	c_12	23.0	0.10555358599134809
A_OD600	c_12	23.5	0.11396809498798675
A_OD600	c_1_10_i	0.0	-6.526591893482937e-10
A_OD600	c_1_10_i	11.0	-2.1298229209388725e-09
A_OD600	c_1_10_i	22.5	-2.576824881779059e-09
B_OD600	c_1_10_i	0.0	0.00012398070531504879
B_OD600	c_1_10_i	11.0	0.18703891098728898
B_OD600	c_1_10_i	22.5	0.3645696463051748
A_OD600	c_1_10_ii	0.0	0.03533345141580297
A_OD600	c_1_10_ii	12.0	0.06659856236050113
A_OD600	c_1_10_ii	23.23	0.047735423888172694
B_OD600	c_1_10_ii	0.0	0.0005297305914061609
B_OD600	c_1_10_ii	12.0	0.4998814228388771
B_OD600	c_1_10_ii	23.23	0.46500292238178553
A_OD600	c_1_10_iii	0.0	1.8351401341590847e-08
A_OD600	c_1_10_iii	13.270000000000005	3.089617274843305e-08
A_OD600	c_1_10_iii	24.103	3.353860095235089e-08
B_OD600	c_1_10_iii	0.0	0.022914669395482045
B_OD600	c_1_10_iii	13.270000000000005	0.36412341099400397
B_OD600	c_1_10_iii	24.103	0.364713385019998
A_OD600	c_1_11_i	0.0	0.017981264688182577
A_OD600	c_1_11_i	16.1	0.08214153476995346
A_OD600	c_1_11_i	24.889	0.07588796847985259
B_OD600	c_1_11_i	0.0	0.000642407552768759
B_OD600	c_1_11_i	16.1	0.05391755240331366
B_OD600	c_1_11_i	24.889	0.10754443127091605
A_OD600	c_1_11_ii	0.0	0.010058258280752578
A_OD600	c_1_11_ii	14.153000000000002	0.03344870569566719
A_OD600	c_1_11_ii	24.661	0.020495289653109584
B_OD600	c_1_11_ii	0.0	0.001363496388840864
B_OD600	c_1_11_ii	14.153000000000002	0.07118123763611278
B_OD600	c_1_11_ii	24.661	0.1349710371244312
A_OD600	c_1_11_iii	0.0	0.00744491165479324
A_OD600	c_1_11_iii	12.144000000000005	0.01887164780486326
B_OD600	c_1_11_iii	0.0	0.0028604633561460325
B_OD600	c_1_11_iii	12.144000000000005	0.07832780835850889
A_OD600	c_1_12_i	0.0	0.04800753013383524
A_OD600	c_1_12_i	11.0	0.12851840716349874
A_OD600	c_1_12_i	22.5	0.11326299528642055
B_OD600	c_1_12_i	0.0	0.005097104636739185
B_OD600	c_1_12_i	11.0	0.051180007341861594
B_OD600	c_1_12_i	22.5	0.1657130475842822
A_OD600	c_1_12_ii	0.0	0.028835384989379185
A_OD600	c_1_12_ii	12.0	0.026011064002911782
A_OD600	c_1_12_ii	23.23	0.0031896971900383497
B_OD600	c_1_12_ii	0.0	0.029663034666579643
B_OD600	c_1_12_ii	12.0	0.20614651476544443
B_OD600	c_1_12_ii	23.23	0.2967101534482239
A_OD600	c_1_12_iii	0.0	4.670259608006675e-08
A_OD600	c_1_12_iii	13.270000000000005	1.6264791034708446e-08
A_OD600	c_1_12_iii	24.103	1.4672552780519798e-09
B_OD600	c_1_12_iii	0.0	0.05265742008233395
B_OD600	c_1_12_iii	13.270000000000005	0.2741906431342448
B_OD600	c_1_12_iii	24.103	0.30632607491313574
A_OD600	c_1_2_i	0.0	0.0028094214317177174
A_OD600	c_1_2_i	13.5	0.021353825224545604
A_OD600	c_1_2_i	24.0	0.22343054075341956
B_OD600	c_1_2_i	0.0	0.038466799495619715
B_OD600	c_1_2_i	13.5	0.2845457248534816
B_OD600	c_1_2_i	24.0	0.37392616675899504
A_OD600	c_1_2_ii	0.0	0.0029648186121891875
A_OD600	c_1_2_ii	10.0	0.010235498913829745
A_OD600	c_1_2_ii	24.0	0.08324976559824893
B_OD600	c_1_2_ii	0.0	0.010239315909420243
B_OD600	c_1_2_ii	10.0	0.04675483668136636
B_OD600	c_1_2_ii	24.0	0.21548009526111933
A_OD600	c_1_2_iii	0.0	0.0007147204039853361
A_OD600	c_1_2_iii	12.0	0.003450332886483482
A_OD600	c_1_2_iii	24.0	0.038945352983170166
B_OD600	c_1_2_iii	0.0	0.017573236795331747
B_OD600	c_1_2_iii	12.0	0.11771650472494838
B_OD600	c_1_2_iii	24.0	0.6475057314884345
A_OD600	c_1_3_i	0.0	0.05047719738579231
A_OD600	c_1_3_i	13.4	0.19781136740352973
A_OD600	c_1_3_i	23.889	0.07677214672569026
B_OD600	c_1_3_i	0.0	2.3763845833949498e-06
B_OD600	c_1_3_i	13.4	0.6024808183306852
B_OD600	c_1_3_i	23.889	0.8810875030583024
A_OD600	c_1_3_ii	0.0	-1.4848894970668659e-10
A_OD600	c_1_3_ii	13.836000000000002	-1.9746819907963944e-10
A_OD600	c_1_3_ii	23.494000000000003	-1.596233240606298e-10
B_OD600	c_1_3_ii	0.0	0.04362075715799702
B_OD600	c_1_3_ii	13.836000000000002	0.6537865120004868
B_OD600	c_1_3_ii	23.494000000000003	0.6556749082869545
A_OD600	c_1_3_iii	0.0	0.00151439219547961
A_OD600	c_1_3_iii	14.339	0.0021206466033014005
B_OD600	c_1_3_iii	0.0	0.02990585765673852
B_OD600	c_1_3_iii	14.339	0.6597049193390963
A_OD600	c_1_4_i	0.0	0.008058492102804607
A_OD600	c_1_4_i	11.0	0.028926348626867604
A_OD600	c_1_4_i	22.5	0.07458500007001571
B_OD600	c_1_4_i	0.0	0.0004637582923420932
B_OD600	c_1_4_i	11.0	0.007163029239179448
B_OD600	c_1_4_i	22.5	0.2060069340624772
A_OD600	c_1_4_ii	0.0	0.025063991977477613
A_OD600	c_1_4_ii	12.0	0.039352460288474014
A_OD600	c_1_4_ii	23.23	0.019611736571993978
B_OD600	c_1_4_ii	0.0	0.03314771935288151
B_OD600	c_1_4_ii	12.0	0.2919750104780074
B_OD600	c_1_4_ii	23.23	0.3288181421102348
A_OD600	c_1_4_iii	0.0	0.01123836438208436
A_OD600	c_1_4_iii	13.270000000000005	0.02385178929277457
A_OD600	c_1_4_iii	24.103	0.015766848046519875
B_OD600	c_1_4_iii	0.0	0.02578336276400989
B_OD600	c_1_4_iii	13.270000000000005	0.23279203603402915
B_OD600	c_1_4_iii	24.103	0.3064092818232434
A_OD600	c_1_5_i	0.0	0.10776985040080132
A_OD600	c_1_5_i	13.292	0.4320045263727086
A_OD600	c_1_5_i	24.194000000000003	0.06628321811685697
B_OD600	c_1_5_i	0.0	8.644280755995618e-10
B_OD600	c_1_5_i	13.292	0.47937049307108015
B_OD600	c_1_5_i	24.194000000000003	0.8760193117154157
A_OD600	c_1_5_ii	0.0	-3.935225402789754e-09
A_OD600	c_1_5_ii	13.931	-4.7284736788000796e-09
A_OD600	c_1_5_ii	24.023000000000003	-3.2955385149418662e-09
B_OD600	c_1_5_ii	0.0	0.04165704724642204
B_OD600	c_1_5_ii	13.931	0.6178671418128187
B_OD600	c_1_5_ii	24.023000000000003	0.6204266366415886
A_OD600	c_1_5_iii	0.0	0.015962326987068762
A_OD600	c_1_5_iii	12.505000000000004	0.018381424739348843
B_OD600	c_1_5_iii	0.0	0.0264325746695905
B_OD600	c_1_5_iii	12.505000000000004	0.6821554225490026
A_OD600	c_1_6_i	0.0	0.09014489204233939
A_OD600	c_1_6_i	13.544	0.35490681603640045
A_OD600	c_1_6_i	24.188000000000002	0.20130106487949007
B_OD600	c_1_6_i	0.0	3.059871526034068e-05
B_OD600	c_1_6_i	13.544	0.46878831464598264
B_OD600	c_1_6_i	24.188000000000002	0.9108528471039191
A_OD600	c_1_6_ii	0.0	0.032477996573545796
A_OD600	c_1_6_ii	14.018000000000004	0.04895905605267096
A_OD600	c_1_6_ii	23.808000000000003	0.04287473145550238
B_OD600	c_1_6_ii	0.0	0.04476405744992433
B_OD600	c_1_6_ii	14.018000000000004	0.7248026775658832
B_OD600	c_1_6_ii	23.808000000000003	0.721568805000164
A_OD600	c_1_6_iii	0.0	8.339442635097404e-08
A_OD600	c_1_6_iii	13.211999999999994	1.96242397018603e-07
B_OD600	c_1_6_iii	0.0	0.010503520390784246
B_OD600	c_1_6_iii	13.211999999999994	0.6429495114438094
A_OD600	c_1_7_i	0.0	-5.482680276675132e-09
A_OD600	c_1_7_i	13.4	-8.989691538535536e-09
A_OD600	c_1_7_i	23.889	-8.160165784497626e-09
B_OD600	c_1_7_i	0.0	0.03049435854967582
B_OD600	c_1_7_i	13.4	0.687256211413353
B_OD600	c_1_7_i	23.889	0.6912228515248745
A_OD600	c_1_7_ii	0.0	0.017443508144326013
A_OD600	c_1_7_ii	13.836000000000002	0.03181226406415663
A_OD600	c_1_7_ii	23.494000000000003	0.03505880864613402
B_OD600	c_1_7_ii	0.0	0.04566535233181424
B_OD600	c_1_7_ii	13.836000000000002	0.5818220337133712
B_OD600	c_1_7_ii	23.494000000000003	0.5752370142611805
A_OD600	c_1_7_iii	0.0	0.008409007317846355
A_OD600	c_1_7_iii	14.339	0.015467060901798778
B_OD600	c_1_7_iii	0.0	0.02708790260797738
B_OD600	c_1_7_iii	14.339	0.6355814207139744
A_OD600	c_1_8_i	0.0	0.02837570241630919
A_OD600	c_1_8_i	11.0	0.09846191938148
A_OD600	c_1_8_i	22.5	0.31163740148621705
B_OD600	c_1_8_i	0.0	0.006253395733366449
B_OD600	c_1_8_i	11.0	0.06574543898687991
B_OD600	c_1_8_i	22.5	0.13956414476366835
A_OD600	c_1_8_ii	0.0	0.017808571963557812
A_OD600	c_1_8_ii	12.0	0.06263973137868163
A_OD600	c_1_8_ii	23.23	0.18708134343579244
B_OD600	c_1_8_ii	0.0	0.05257042853373335
B_OD600	c_1_8_ii	12.0	0.15258175668693155
B_OD600	c_1_8_ii	23.23	0.15950218420740048
A_OD600	c_1_8_iii	0.0	0.01370684910692196
A_OD600	c_1_8_iii	13.270000000000005	0.05565955025783772
A_OD600	c_1_8_iii	24.103	0.16013487257125258
B_OD600	c_1_8_iii	0.0	0.042704230497921984
B_OD600	c_1_8_iii	13.270000000000005	0.15370078629251044
B_OD600	c_1_8_iii	24.103	0.16117913072878984
A_OD600	c_1_9_i	0.0	0.010174092686239252
A_OD600	c_1_9_i	13.5	0.042313858688903576
A_OD600	c_1_9_i	24.0	0.08758002933929301
B_OD600	c_1_9_i	0.0	0.010104358632102253
B_OD600	c_1_9_i	13.5	0.19561329470950653
B_OD600	c_1_9_i	24.0	0.3546971044598227
A_OD600	c_1_9_ii	0.0	0.011457274695523299
A_OD600	c_1_9_ii	10.0	0.034790300008388696
A_OD600	c_1_9_ii	24.0	0.09905224797741304
B_OD600	c_1_9_ii	0.0	0.0077565881191381985
B_OD600	c_1_9_ii	10.0	0.09939310137539364
B_OD600	c_1_9_ii	24.0	0.3719247396410433
A_OD600	c_1_9_iii	0.0	0.018261637864197284
A_OD600	c_1_9_iii	12.0	0.06453350540454102
A_OD600	c_1_9_iii	24.0	0.13328219896213875
